Time(Fw)[msec],Interval(Fw)[msec],Sampling(App)[msec],0xDF0,0xDF1,0xDF2,0xDF3,0xDF4,0xDF5,0xDF6,0xDF7,
321567,30,32.1,0,0.133544921875,-0.1016845703125,0.86376953125,103.875,0,7,0,
321612,45,27.9,0,-0.0672607421875,-0.085693359375,1.220703125,103.875,0,7,0,
321642,30,45.2,0,-0.212646484375,-0.06353759765625,1.3818359375,103.875,0,7,0,
321687,45,44.8,0,-0.41162109375,-0.039031982421875,1.486328125,103.875,0,7,0,
321717,30,30.3,0,-0.529296875,-0.03955078125,1.46484375,103.875,0,7,0,
321747,30,30.5,0,-0.6318359375,-0.04974365234375,1.38671875,103.875,0,7,0,
321777,30,30.4,0,-0.7060546875,-0.058868408203125,1.2490234375,103.875,0,7,0,
321807,30,28.8,0,-0.7548828125,-0.06280517578125,1.0693359375,103.875,0,7,0,
321837,30,29.9,0,-0.77490234375,-0.062744140625,0.85302734375,103.875,0,7,0,
321867,30,30.8,0,-0.771484375,-0.06146240234375,0.6044921875,103.875,0,7,0,
321897,30,30.4,0,-0.7451171875,-0.06219482421875,0.317626953125,103.875,0,7,0,
321927,30,30.1,0,-0.7509765625,-0.064453125,0.150390625,103.875,0,7,0,
321957,30,29.4,0,-0.74267578125,-0.062164306640625,0.09814453125,103.875,0,7,0,
322002,45,44,0,-0.6845703125,-0.05133056640625,0.061370849609375,103.875,0,7,0,
322062,60,60,0,-0.5625,-0.03399658203125,0.0214691162109375,103.875,0,7,0,
322092,30,30,0,-0.49462890625,-0.02899169921875,0,103.875,1,7,0,
322137,45,30.8,0,-0.440673828125,-0.025665283203125,0,103.875,1,6,0,
322167,30,46,0,-0.39111328125,-0.0285186767578125,0,103.875,1,6,0,
322197,30,27.9,0,-0.33642578125,-0.033782958984375,0,103.875,1,6,0,
322242,45,44.9,0,-0.263916015625,-0.031494140625,0,103.875,1,6,0,
322272,30,31.3,0,-0.2275390625,-0.0273284912109375,0,103.875,1,6,0,
322302,30,31.4,0,-0.1966552734375,-0.0249481201171875,0,103.875,1,6,0,
322332,30,30.3,0,-0.16796875,-0.0236663818359375,0,103.875,1,6,0,
322362,30,30.4,0,-0.1373291015625,-0.02325439453125,0,103.875,1,6,0,
322392,30,29.5,0,-0.10211181640625,-0.02325439453125,0,103.875,1,6,0,
322422,30,29.9,0,-0.0594482421875,-0.0242767333984375,0,103.875,1,6,0,
322452,30,30,0,-0.014434814453125,-0.02734375,0,103.875,1,6,0,
322482,30,29.3,0,0.0308837890625,-0.03179931640625,0,103.875,1,6,0,
322512,30,31.8,0,0.07879638671875,-0.036163330078125,0,103.875,1,6,0,
322572,60,44,0,0.182373046875,-0.044891357421875,0,103.875,1,6,0,
322602,30,41,0,0.2410888671875,-0.0501708984375,0,103.875,1,6,0,
322662,60,32.6,0,0.316162109375,-0.0654296875,0.11962890625,103.875,1,6,0,
322692,30,59.4,0,0.280517578125,-0.07373046875,0.33740234375,103.875,1,6,0,
322737,45,45.1,0,0.147216796875,-0.07861328125,0.77490234375,101.1875,0,7,0,
322767,30,30.4,0,0.0347900390625,-0.0770263671875,1.0400390625,101.1875,0,7,0,
322797,30,30.2,0,-0.09588623046875,-0.069091796875,1.251953125,101.1875,0,7,0,
322827,30,30.2,0,-0.2294921875,-0.0565185546875,1.3994140625,101.1875,0,7,0,
322857,30,29.1,0,-0.356689453125,-0.048065185546875,1.4775390625,101.1875,0,7,0,
322887,30,29.6,0,-0.47265625,-0.05010986328125,1.4833984375,101.1875,0,7,0,
322917,30,30.9,0,-0.576171875,-0.059661865234375,1.427734375,101.1875,0,7,0,
322947,30,30.8,0,-0.662109375,-0.068115234375,1.322265625,101.1875,0,7,0,
322977,30,28.7,0,-0.7197265625,-0.0697021484375,1.1689453125,101.1875,0,7,0,
323007,30,30,0,-0.75244140625,-0.06536865234375,0.98193359375,101.1875,0,7,0,
323037,30,30.3,0,-0.759765625,-0.059906005859375,0.76220703125,101.1875,0,7,0,
323067,30,29.8,0,-0.74658203125,-0.057891845703125,0.51220703125,101.1875,0,7,0,
323097,30,28.9,0,-0.716796875,-0.060272216796875,0.2454833984375,101.1875,0,7,0,
323127,30,30.2,0,-0.73095703125,-0.06451416015625,0.136474609375,101.1875,0,7,0,
323157,30,30.5,0,-0.71240234375,-0.06256103515625,0.092041015625,101.1875,0,7,0,
323187,30,30.1,0,-0.677734375,-0.059234619140625,0.06903076171875,101.1875,0,7,0,
323262,75,75.1,0,-0.5390625,-0.047210693359375,0,101.1875,0,7,0,
323307,45,46.1,0,-0.49267578125,-0.046356201171875,0,101.1875,1,6,0,
323352,45,47.2,0,-0.4306640625,-0.044769287109375,0,101.1875,1,6,0,
323397,45,29.5,0,-0.36572265625,-0.0411376953125,0,101.1875,1,6,0,
323442,45,45.6,0,-0.317626953125,-0.037811279296875,0,101.1875,1,6,0,
323472,30,42.5,0,-0.29541015625,-0.03863525390625,0,101.1875,1,6,0,
323532,60,59.2,0,-0.261474609375,-0.0386962890625,0,101.1875,1,6,0,
323562,30,32.6,0,-0.2445068359375,-0.037445068359375,0,101.1875,1,6,0,
323607,45,27.9,0,-0.21533203125,-0.037261962890625,0,101.1875,1,6,0,
323637,30,43.7,0,-0.1937255859375,-0.0384521484375,0,101.1875,1,6,0,
323667,30,30.7,0,-0.171875,-0.040130615234375,0,101.1875,1,6,0,
323697,30,30.4,0,-0.150390625,-0.04168701171875,0,101.1875,1,6,0,
323727,30,31.1,0,-0.1280517578125,-0.04364013671875,0,101.1875,1,6,0,
323787,60,58.6,0,-0.08026123046875,-0.0535888671875,0,101.1875,1,6,0,
323832,45,30,0,-0.059356689453125,-0.07379150390625,0,101.1875,1,6,0,
323877,45,46.8,0,-0.058349609375,-0.09722900390625,0,101.1875,1,6,0,
323907,30,43.2,0,-0.06256103515625,-0.11328125,0.0030670166015625,101.1875,0,6,0,
323937,30,30.6,0,-0.06658935546875,-0.1309814453125,0.006134033203125,101.1875,0,6,0,
323967,30,30.1,0,-0.072265625,-0.150634765625,0.01073455810546875,101.1875,0,6,0,
323997,30,31.1,0,-0.08203125,-0.1689453125,0.018402099609375,101.1875,0,6,0,
324027,30,29.4,0,-0.09564208984375,-0.18115234375,0.027618408203125,101.1875,0,6,0,
324057,30,28.6,0,-0.10968017578125,-0.183837890625,0.029144287109375,101.1875,0,6,0,
324087,30,31.5,0,-0.124755859375,-0.18701171875,0.0214691162109375,101.1875,0,6,0,
324132,45,29.7,0,-0.1451416015625,-0.1973876953125,0,101.1875,0,6,0,
324162,30,42.3,0,-0.164794921875,-0.2003173828125,0,101.1875,0,6,0,
324192,30,32,0,-0.18359375,-0.1973876953125,0,101.1875,0,6,0,
324222,30,29.8,0,-0.2025146484375,-0.193115234375,0,101.1875,0,6,0,
324252,30,29.7,0,-0.221435546875,-0.1871337890625,0,101.1875,0,6,0,
324282,30,29,0,-0.239013671875,-0.1787109375,0,101.1875,0,6,0,
324312,30,31.1,0,-0.2548828125,-0.16943359375,0,101.1875,0,6,0,
324357,45,44.2,0,-0.279541015625,-0.153564453125,0,101.1875,0,6,0,
324387,30,32.4,0,-0.29296875,-0.1414794921875,0,101.1875,0,6,0,
324417,30,28.3,0,-0.302978515625,-0.1298828125,0,101.1875,0,6,0,
324447,30,32.3,0,-0.30859375,-0.119873046875,0,101.1875,0,6,0,
324477,30,27.8,0,-0.31005859375,-0.1107177734375,0,101.1875,0,6,0,
324507,30,30.4,0,-0.30859375,-0.1031494140625,0,101.1875,0,6,0,
324537,30,28.6,0,-0.30322265625,-0.09716796875,0,101.1875,1,6,0,
324567,30,29.9,0,-0.295654296875,-0.09210205078125,0,101.1875,1,6,0,
324597,30,30,0,-0.28466796875,-0.0885009765625,0,101.1875,1,6,0,
324627,30,36.9,0,-0.270263671875,-0.08599853515625,0,101.1875,1,6,0,
324657,30,23.2,0,-0.255126953125,-0.08349609375,0,101.1875,1,6,0,
324687,30,30.6,0,-0.239990234375,-0.080078125,0,101.1875,1,6,0,
324717,30,30.9,0,-0.2232666015625,-0.0755615234375,0,101.1875,1,6,0,
324747,30,31,0,-0.2042236328125,-0.06988525390625,0,101.1875,1,6,0,
324777,30,29,0,-0.183837890625,-0.062744140625,0,101.1875,1,6,0,
324822,45,44,0,-0.151611328125,-0.050201416015625,0,101.1875,1,6,0,
324852,30,31.3,0,-0.1290283203125,-0.042510986328125,0,101.1875,1,6,0,
324882,30,30.2,0,-0.10186767578125,-0.03680419921875,0,101.1875,1,6,0,
324912,30,29.7,0,-0.07366943359375,-0.033660888671875,0,101.1875,1,6,0,
324942,30,30.4,0,-0.04681396484375,-0.031707763671875,0,101.1875,1,6,0,
324972,30,29.6,0,-0.0210418701171875,-0.0291748046875,0,101.1875,1,6,0,
325017,45,44.6,0,0.01512908935546875,-0.0251922607421875,0,101.1875,1,6,0,
325047,30,31.4,0,0.040069580078125,-0.022857666015625,0,101.1875,1,6,0,
325077,30,30,0,0.06622314453125,-0.020355224609375,0,101.1875,1,6,0,
325122,45,43.4,0,0.1116943359375,-0.0168609619140625,0,101.1875,1,6,0,
325152,30,31,0,0.1461181640625,-0.01515960693359375,0,101.1875,1,6,0,
325182,30,28.8,0,0.185791015625,-0.0137176513671875,0,101.1875,1,6,0,
325212,30,30.8,0,0.231689453125,-0.013458251953125,0,101.1875,1,6,0,
325242,30,30.2,0,0.28271484375,-0.015899658203125,0,101.1875,1,6,0,
325287,45,44.2,0,0.3203125,-0.024932861328125,0.0997314453125,101.1875,1,6,0,
325317,30,30.2,0,0.282958984375,-0.035858154296875,0.297607421875,101.1875,1,6,0,
325347,30,30.6,0,0.2037353515625,-0.050018310546875,0.55859375,46.15625,0,7,0,
325377,30,29.4,0,0.0989990234375,-0.061279296875,0.822265625,46.15625,0,7,0,
325407,30,30.7,0,-0.0207061767578125,-0.061676025390625,1.0478515625,46.15625,0,7,0,
325437,30,32.7,0,-0.1473388671875,-0.0458984375,1.2099609375,46.15625,0,7,0,
325467,30,27.3,0,-0.274658203125,-0.01922607421875,1.3095703125,46.15625,0,7,0,
325497,30,31.9,0,-0.396240234375,0.010955810546875,1.34375,46.15625,0,7,0,
325527,30,30.5,0,-0.50439453125,0.0360107421875,1.314453125,46.15625,0,7,0,
325557,30,28.1,0,-0.59912109375,0.052490234375,1.2392578125,46.15625,0,7,0,
325587,30,29.6,0,-0.67041015625,0.0599365234375,1.1201171875,46.15625,0,7,0,
325632,45,43.4,0,-0.740234375,0.057769775390625,0.88037109375,46.15625,0,7,0,
325662,30,29.7,0,-0.76123046875,0.050933837890625,0.6904296875,46.15625,0,7,0,
325692,30,31.7,0,-0.765625,0.040374755859375,0.478515625,46.15625,0,7,0,
325722,30,30.4,0,-0.7587890625,0.0276947021484375,0.265380859375,46.15625,0,7,0,
325752,30,29.6,0,-0.77880859375,0.0145416259765625,0.16259765625,46.15625,0,7,0,
325782,30,30.6,0,-0.77001953125,0.005237579345703125,0.113525390625,46.15625,0,7,0,
325812,30,29.7,0,-0.74609375,-0.005825042724609375,0.08282470703125,46.15625,0,7,0,
325857,45,30,0,-0.6943359375,-0.01456451416015625,0.05523681640625,46.15625,0,7,0,
325887,30,45,0,-0.650390625,-0.01751708984375,0.04449462890625,46.15625,0,7,0,
325917,30,29.1,0,-0.60107421875,-0.0174102783203125,0.042938232421875,46.15625,0,7,0,
325947,30,31.2,0,-0.53271484375,-0.01355743408203125,0.01226806640625,46.15625,0,7,0,
325977,30,29.8,0,-0.490234375,-0.01007843017578125,0,46.15625,1,6,0,
326007,30,28.9,0,-0.44970703125,-0.006473541259765625,0,46.15625,1,6,0,
326037,30,30.2,0,-0.406982421875,-0.0051422119140625,0,46.15625,1,6,0,
326067,30,30.3,0,-0.361572265625,-0.002086639404296875,0,46.15625,1,6,0,
326097,30,30.2,0,-0.31689453125,0,0,46.15625,1,6,0,
326127,30,28.2,0,-0.27734375,0.0012531280517578125,0,46.15625,1,6,0,
326187,60,31.5,0,-0.2149658203125,0.0014705657958984375,0,46.15625,1,6,0,
326232,45,58.7,0,-0.1666259765625,0.0010509490966796875,0,46.15625,1,6,0,
326307,75,46.9,0,-0.0665283203125,-0.0012083053588867188,0,46.15625,1,6,0,
326337,30,74,0,-0.0218353271484375,-0.00556182861328125,0,46.15625,1,6,0,
326382,45,30.4,0,0.0474853515625,-0.0143585205078125,0,46.15625,1,6,0,
326412,30,44.7,0,0.0948486328125,-0.0198516845703125,0,46.15625,1,6,0,
326457,45,44.9,0,0.1700439453125,-0.028900146484375,0,46.15625,1,6,0,
326487,30,29.8,0,0.2276611328125,-0.03704833984375,0,46.15625,1,6,0,
326517,30,30.4,0,0.278564453125,-0.048980712890625,0.027618408203125,46.15625,1,6,0,
326547,30,30.2,0,0.285888671875,-0.06072998046875,0.1641845703125,46.15625,1,6,0,
326577,30,30.6,0,0.2352294921875,-0.07110595703125,0.40966796875,46.15625,1,6,0,
326607,30,29.8,0,0.141357421875,-0.07659912109375,0.71484375,94.5,0,7,0,
326682,75,59.2,0,-0.164794921875,-0.054412841796875,1.28125,94.5,0,7,0,
326712,30,45.2,0,-0.298828125,-0.034576416015625,1.3994140625,94.5,0,7,0,
326742,30,32.5,0,-0.421875,-0.0200653076171875,1.4482421875,94.5,0,7,0,
326772,30,28,0,-0.53173828125,-0.0167388916015625,1.4267578125,94.5,0,7,0,
326802,30,29.8,0,-0.62744140625,-0.021820068359375,1.3515625,94.5,0,7,0,
326847,45,30.3,0,-0.7255859375,-0.0290985107421875,1.1552734375,94.5,0,7,0,
326877,30,45.5,0,-0.76513671875,-0.028778076171875,0.97998046875,94.5,0,7,0,
326922,45,43.9,0,-0.7783203125,-0.025421142578125,0.65673828125,94.5,0,7,0,
326952,30,29.7,0,-0.759765625,-0.0256195068359375,0.405029296875,94.5,0,7,0,
326982,30,30.7,0,-0.74072265625,-0.0283660888671875,0.179443359375,94.5,0,7,0,
327012,30,30.2,0,-0.76025390625,-0.030181884765625,0.1058349609375,94.5,0,7,0,
327042,30,29.7,0,-0.73681640625,-0.027862548828125,0.0675048828125,94.5,0,7,0,
327072,30,29.6,0,-0.70166015625,-0.0302581787109375,0.050628662109375,94.5,0,7,0,
327102,30,29.7,0,-0.654296875,-0.03167724609375,0.0352783203125,94.5,0,7,0,
327132,30,31.6,0,-0.6005859375,-0.036529541015625,0.0214691162109375,94.5,0,7,0,
327162,30,29.9,0,-0.53173828125,-0.043853759765625,0,94.5,0,7,0,
327192,30,27.8,0,-0.50048828125,-0.042236328125,0,94.5,1,6,0,
327222,30,29.9,0,-0.46044921875,-0.040069580078125,0,94.5,1,6,0,
327252,30,29.8,0,-0.41162109375,-0.0416259765625,0,94.5,1,6,0,
327282,30,31.2,0,-0.36083984375,-0.040191650390625,0,94.5,1,6,0,
327312,30,29.7,0,-0.31298828125,-0.03509521484375,0,94.5,1,6,0,
327342,30,30.7,0,-0.275634765625,-0.0272369384765625,0,94.5,1,6,0,
327372,30,30,0,-0.2462158203125,-0.021026611328125,0,94.5,1,6,0,
327402,30,29.2,0,-0.2216796875,-0.016632080078125,0,94.5,1,6,0,
327432,30,30.9,0,-0.197509765625,-0.01329803466796875,0,94.5,1,6,0,
327462,30,30.8,0,-0.1693115234375,-0.0110321044921875,0,94.5,1,6,0,
327492,30,28.7,0,-0.1363525390625,-0.008880615234375,0,94.5,1,6,0,
327522,30,31.9,0,-0.0982666015625,-0.007282257080078125,0,94.5,1,6,0,
327552,30,29.2,0,-0.055938720703125,-0.00777435302734375,0,94.5,1,6,0,
327582,30,30.2,0,-0.0143890380859375,-0.00974273681640625,0,94.5,1,6,0,
327612,30,29.7,0,0.028228759765625,-0.0116729736328125,0,94.5,1,6,0,
327642,30,29.8,0,0.0726318359375,-0.01317596435546875,0,94.5,1,6,0,
327687,45,43.1,0,0.1441650390625,-0.0173492431640625,0,94.5,1,6,0,
327717,30,31.8,0,0.191162109375,-0.0243072509765625,0,94.5,1,6,0,
327747,30,32.1,0,0.2371826171875,-0.036102294921875,0.006134033203125,94.5,1,6,0,
327777,30,29.2,0,0.2626953125,-0.049713134765625,0.10125732421875,94.5,1,6,0,
327822,45,30.4,0,0.203369140625,-0.0670166015625,0.44482421875,94.5,1,6,0,
327852,30,43.8,0,0.1258544921875,-0.0718994140625,0.75,96.75,0,7,0,
327882,30,30,0,0.00201416015625,-0.07135009765625,1.0205078125,96.75,0,7,0,
327912,30,30,0,-0.12939453125,-0.05889892578125,1.23828125,96.75,0,7,0,
327957,45,29.5,0,-0.33935546875,-0.0297088623046875,1.443359375,96.75,0,7,0,
327987,30,44.3,0,-0.478515625,-0.0193634033203125,1.48828125,96.75,0,7,0,
328017,30,31.6,0,-0.5751953125,-0.023773193359375,1.458984375,96.75,0,7,0,
328047,30,29.6,0,-0.671875,-0.03839111328125,1.373046875,96.75,0,7,0,
328077,30,28.6,0,-0.75732421875,-0.051422119140625,1.236328125,96.75,0,7,0,
328122,45,30.5,0,-0.79736328125,-0.05474853515625,0.96923828125,96.75,0,7,0,
328152,30,45.6,0,-0.81884765625,-0.049072265625,0.75634765625,96.75,0,7,0,
328182,30,30.6,0,-0.80810546875,-0.04449462890625,0.50927734375,96.75,0,7,0,
328227,45,28.9,0,-0.7744140625,-0.04522705078125,0.168701171875,96.75,0,7,0,
328257,30,44.8,0,-0.75439453125,-0.044403076171875,0.10888671875,96.75,0,7,0,
328287,30,31.7,0,-0.7138671875,-0.043212890625,0.0751953125,96.75,0,7,0,
328332,45,28.8,0,-0.63427734375,-0.0430908203125,0.050628662109375,96.75,0,7,0,
328362,30,45.3,0,-0.57080078125,-0.04254150390625,0.03375244140625,96.75,0,7,0,
328392,30,30,0,-0.50341796875,-0.04461669921875,0,96.75,0,7,0,
328422,30,29.7,0,-0.4658203125,-0.044036865234375,0,96.75,1,6,0,
328452,30,29.1,0,-0.419921875,-0.047698974609375,0,96.75,1,6,0,
328482,30,30.7,0,-0.368408203125,-0.04931640625,0,96.75,1,6,0,
328512,30,30.5,0,-0.318359375,-0.048187255859375,0,96.75,1,6,0,
328557,45,44.5,0,-0.254638671875,-0.0443115234375,0,96.75,1,6,0,
328587,30,32.1,0,-0.2225341796875,-0.0423583984375,0,96.75,1,6,0,
328617,30,27.4,0,-0.19384765625,-0.040313720703125,0,96.75,1,6,0,
328647,30,32.5,0,-0.16357421875,-0.0380859375,0,96.75,1,6,0,
328677,30,30.5,0,-0.1295166015625,-0.035614013671875,0,96.75,1,6,0,
328722,45,33.8,0,-0.0682373046875,-0.03497314453125,0,96.75,1,6,0,
328752,30,38.3,0,-0.022125244140625,-0.03717041015625,0,96.75,1,6,0,
328782,30,32,0,0.0246429443359375,-0.041351318359375,0,96.75,1,6,0,
328812,30,30.7,0,0.07373046875,-0.04541015625,0,96.75,1,6,0,
328842,30,29.5,0,0.12371826171875,-0.048858642578125,0,96.75,1,6,0,
328872,30,27.2,0,0.1768798828125,-0.052734375,0,96.75,1,6,0,
328902,30,30.7,0,0.2337646484375,-0.057891845703125,0,96.75,1,6,0,
328947,45,30.7,0,0.312744140625,-0.07080078125,0.041412353515625,96.75,1,6,0,
329007,60,46.1,0,0.2646484375,-0.087890625,0.450927734375,96.75,1,6,0,
329052,45,59.5,0,0.11260986328125,-0.090576171875,0.900390625,99.5625,0,7,0,
329082,30,44.6,0,-0.019012451171875,-0.08123779296875,1.1416015625,99.5625,0,7,0,
329112,30,29.9,0,-0.1629638671875,-0.060760498046875,1.3173828125,99.5625,0,7,0,
329142,30,29,0,-0.30517578125,-0.041656494140625,1.431640625,99.5625,0,7,0,
329172,30,30.4,0,-0.434814453125,-0.032501220703125,1.47265625,99.5625,0,7,0,
329202,30,29.9,0,-0.5546875,-0.035980224609375,1.44921875,99.5625,0,7,0,
329232,30,28.6,0,-0.6591796875,-0.046783447265625,1.373046875,99.5625,0,7,0,
329262,30,31.9,0,-0.73681640625,-0.0552978515625,1.2421875,99.5625,0,7,0,
329292,30,30.1,0,-0.7861328125,-0.05792236328125,1.0751953125,99.5625,0,7,0,
329322,30,28.7,0,-0.8095703125,-0.0570068359375,0.873046875,99.5625,0,7,0,
329352,30,30.9,0,-0.8095703125,-0.056396484375,0.64111328125,99.5625,0,7,0,
329382,30,29.3,0,-0.78759765625,-0.05718994140625,0.372802734375,99.5625,0,7,0,
329412,30,30.4,0,-0.77490234375,-0.05859375,0.1717529296875,99.5625,0,7,0,
329442,30,29.7,0,-0.76025390625,-0.056732177734375,0.1104736328125,99.5625,0,7,0,
329472,30,30.4,0,-0.7216796875,-0.050994873046875,0.0751953125,99.5625,0,7,0,
329502,30,29.3,0,-0.6708984375,-0.04437255859375,0.0567626953125,99.5625,0,7,0,
329532,30,30.8,0,-0.611328125,-0.038421630859375,0.038360595703125,99.5625,0,7,0,
329577,45,29.8,0,-0.51025390625,-0.03741455078125,0,99.5625,0,7,0,
329607,30,45,0,-0.475830078125,-0.031890869140625,0,99.5625,1,6,0,
329637,30,29.4,0,-0.4296875,-0.03460693359375,0,99.5625,1,6,0,
329667,30,30.9,0,-0.375732421875,-0.0404052734375,0,99.5625,1,6,0,
329697,30,30.1,0,-0.322021484375,-0.03912353515625,0,99.5625,1,6,0,
329727,30,28.6,0,-0.27734375,-0.029937744140625,0,99.5625,1,6,0,
329757,30,30.5,0,-0.2420654296875,-0.0225677490234375,0,99.5625,1,6,0,
329787,30,29.3,0,-0.2138671875,-0.0192718505859375,0,99.5625,1,6,0,
329817,30,32.5,0,-0.1885986328125,-0.016754150390625,0,99.5625,1,6,0,
329847,30,28.2,0,-0.1624755859375,-0.0125579833984375,0,99.5625,1,6,0,
329892,45,29.9,0,-0.11492919921875,-0.00727081298828125,0,99.5625,1,6,0,
329922,30,44.7,0,-0.07586669921875,-0.005279541015625,0,99.5625,1,6,0,
329952,30,31.4,0,-0.03338623046875,-0.005413055419921875,0,99.5625,1,6,0,
329982,30,29.6,0,0.01043701171875,-0.00643157958984375,0,99.5625,1,6,0,
330012,30,30,0,0.05340576171875,-0.00780487060546875,0,99.5625,1,6,0,
330057,45,29.9,0,0.121826171875,-0.00972747802734375,0,99.5625,1,6,0,
330087,30,44.9,0,0.169921875,-0.01189422607421875,0,99.5625,1,6,0,
330117,30,30,0,0.2220458984375,-0.0163726806640625,0,99.5625,1,6,0,
330147,30,29.8,0,0.2724609375,-0.024444580078125,0.00460052490234375,99.5625,1,6,0,
330177,30,30.5,0,0.296875,-0.034149169921875,0.10736083984375,99.5625,1,6,0,
330222,45,29.1,0,0.2425537109375,-0.047119140625,0.450927734375,99.5625,1,6,0,
330252,30,45.9,0,0.1461181640625,-0.0531005859375,0.7578125,100.4375,0,7,0,
330282,30,28.7,0,0.026824951171875,-0.055206298828125,1.0166015625,100.4375,0,7,0,
330312,30,30.9,0,-0.1143798828125,-0.048736572265625,1.22265625,100.4375,0,7,0,
330342,30,29.9,0,-0.2626953125,-0.038055419921875,1.3671875,100.4375,0,7,0,
330372,30,30.4,0,-0.39892578125,-0.0333251953125,1.4384765625,100.4375,0,7,0,
330417,45,44.1,0,-0.5810546875,-0.046722412109375,1.4189453125,100.4375,0,7,0,
330447,30,31.4,0,-0.68310546875,-0.061614990234375,1.337890625,100.4375,0,7,0,
330477,30,30.5,0,-0.75732421875,-0.07171630859375,1.2041015625,100.4375,0,7,0,
330507,30,29.5,0,-0.802734375,-0.07427978515625,1.03125,100.4375,0,7,0,
330537,30,30.3,0,-0.81982421875,-0.07147216796875,0.822265625,100.4375,0,7,0,
330567,30,28.1,0,-0.8134765625,-0.07012939453125,0.58154296875,100.4375,0,7,0,
330597,30,31.3,0,-0.78662109375,-0.06903076171875,0.306884765625,100.4375,0,7,0,
330627,30,29.6,0,-0.78076171875,-0.062469482421875,0.1380615234375,100.4375,0,7,0,
330657,30,30.2,0,-0.76220703125,-0.046661376953125,0.08746337890625,100.4375,0,7,0,
330687,30,29.5,0,-0.72607421875,-0.0300750732421875,0.059814453125,100.4375,0,7,0,
330717,30,30.1,0,-0.68115234375,-0.018646240234375,0.04754638671875,100.4375,0,7,0,
330747,30,36.6,0,-0.62939453125,-0.0126190185546875,0.03680419921875,100.4375,0,7,0,
330777,30,22.5,0,-0.56640625,-0.01203155517578125,0.01534271240234375,100.4375,0,7,0,
330807,30,31.3,0,-0.5107421875,-0.0152435302734375,0,100.4375,1,7,0,
330852,45,29.9,0,-0.449462890625,-0.0212554931640625,0,100.4375,1,6,0,
330912,60,75.8,0,-0.347412109375,-0.023223876953125,0,100.4375,1,6,0,
330942,30,30,0,-0.2998046875,-0.0233154296875,0,100.4375,1,6,0,
330972,30,29.1,0,-0.261474609375,-0.02264404296875,0,100.4375,1,6,0,
331002,30,29.8,0,-0.23095703125,-0.021209716796875,0,100.4375,1,6,0,
331032,30,30.6,0,-0.203857421875,-0.019134521484375,0,100.4375,1,6,0,
331062,30,30.7,0,-0.1744384765625,-0.0182342529296875,0,100.4375,1,6,0,
331107,45,29.7,0,-0.120361328125,-0.01898193359375,0,100.4375,1,6,0,
331137,30,44.8,0,-0.0775146484375,-0.0214996337890625,0,100.4375,1,6,0,
331167,30,29.8,0,-0.0309906005859375,-0.0264434814453125,0,100.4375,1,6,0,
331197,30,30.2,0,0.01494598388671875,-0.034210205078125,0,100.4375,1,6,0,
331227,30,30,0,0.0625,-0.043243408203125,0,100.4375,1,6,0,
331257,30,29.4,0,0.1114501953125,-0.05145263671875,0,100.4375,1,6,0,
331287,30,29.1,0,0.163818359375,-0.0592041015625,0,100.4375,1,6,0,
331317,30,31,0,0.219482421875,-0.0679931640625,0,100.4375,1,6,0,
331347,30,31.9,0,0.278564453125,-0.07879638671875,0,100.4375,1,6,0,
331377,30,29.7,0,0.316650390625,-0.09124755859375,0.07208251953125,100.4375,1,6,0,
331407,30,28.4,0,0.304931640625,-0.102783203125,0.25927734375,100.4375,1,6,0,
331437,30,32.9,0,0.2403564453125,-0.11126708984375,0.53515625,100.4375,1,6,0,
331467,30,28.9,0,0.13720703125,-0.11517333984375,0.8330078125,99.5,0,7,0,
331512,45,28.2,0,-0.055694580078125,-0.10247802734375,1.177734375,99.5,0,7,0,
331542,30,45,0,-0.1961669921875,-0.0810546875,1.3330078125,99.5,0,7,0,
331572,30,30.6,0,-0.332275390625,-0.0606689453125,1.4248046875,99.5,0,7,0,
331602,30,29.2,0,-0.457763671875,-0.04931640625,1.4482421875,99.5,0,7,0,
331632,30,30.9,0,-0.57080078125,-0.04998779296875,1.4052734375,99.5,0,7,0,
331677,45,29.5,0,-0.70458984375,-0.0611572265625,1.2470703125,99.5,0,7,0,
331707,30,46,0,-0.76025390625,-0.06610107421875,1.087890625,99.5,0,7,0,
331737,30,30.2,0,-0.791015625,-0.0672607421875,0.89599609375,99.5,0,7,0,
331767,30,28.6,0,-0.7978515625,-0.06707763671875,0.67333984375,99.5,0,7,0,
331797,30,28.6,0,-0.78515625,-0.068359375,0.417236328125,99.5,0,7,0,
331827,30,31.5,0,-0.77099609375,-0.07012939453125,0.1917724609375,99.5,0,7,0,
331857,30,30.2,0,-0.77294921875,-0.06793212890625,0.1165771484375,99.5,0,7,0,
331902,45,45.4,0,-0.72509765625,-0.054595947265625,0.06597900390625,99.5,0,7,0,
331932,30,30.9,0,-0.677734375,-0.04443359375,0.04754638671875,99.5,0,7,0,
331962,30,29.3,0,-0.62255859375,-0.032989501953125,0.029144287109375,99.5,0,7,0,
332007,45,44.9,0,-0.53125,-0.0204315185546875,0,99.5,0,7,0,
332037,30,28.7,0,-0.494384765625,-0.0210723876953125,0,99.5,1,6,0,
332067,30,30.2,0,-0.448974609375,-0.0223541259765625,0,99.5,1,6,0,
332097,30,30,0,-0.3974609375,-0.0251312255859375,0,99.5,1,6,0,
332127,30,29.7,0,-0.34716796875,-0.027099609375,0,99.5,1,6,0,
